P.135_N.06_135/06/04_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/04,KAMPUNG TEBAT ,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,1.0,290
P.135_N.06_135/06/04_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/04,KAMPUNG TEBAT ,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,2.0,424
P.135_N.06_135/06/04_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/04,KAMPUNG TEBAT ,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,3.0,395
P.135_N.06_135/06/05_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/05,SUNGAI PETAI ,SEKOLAH KEBANGSAAN SUNGAI PETAI,1.0,288
P.135_N.06_135/06/05_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/05,SUNGAI PETAI ,SEKOLAH KEBANGSAAN SUNGAI PETAI,2.0,583
P.135_N.06_135/06/05_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/05,SUNGAI PETAI ,SEKOLAH KEBANGSAAN SUNGAI PETAI,3.0,530
P.135_N.06_135/06/05_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/05,SUNGAI PETAI ,SEKOLAH KEBANGSAAN SUNGAI PETAI,4.0,534
P.135_N.06_135/06/06_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/06,PEKAN REMBIA ,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW MIN,1.0,285
P.135_N.06_135/06/06_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/06,PEKAN REMBIA ,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW MIN,2.0,639
P.135_N.06_135/06/06_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/06,PEKAN REMBIA ,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW MIN,3.0,621
P.135_N.06_135/06/06_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/06,PEKAN REMBIA ,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW MIN,4.0,595
P.135_N.06_135/06/07_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/07,JERAM ,SEKOLAH KEBANGSAAN RUMBIA,1.0,296
P.135_N.06_135/06/07_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.06,REMBIA,135/06/07,JERAM ,SEKOLAH KEBANGSAAN RUMBIA,2.0,514
P.135_N.07_135/07/01_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/01,BUKIT SEBANG ,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,1.0,203
P.135_N.07_135/07/01_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/01,BUKIT SEBANG ,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,2.0,368
P.135_N.07_135/07/01_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/01,BUKIT SEBANG ,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,3.0,366
P.135_N.07_135/07/01_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/01,BUKIT SEBANG ,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,4.0,365
P.135_N.07_135/07/02_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/02,PEKAN PULAU SEBANG ,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR SHAH,1.0,268
P.135_N.07_135/07/02_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/02,PEKAN PULAU SEBANG ,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR SHAH,2.0,364
P.135_N.07_135/07/03_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/03,KUALA INA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU SEBANG,1.0,257
P.135_N.07_135/07/03_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/03,KUALA INA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU SEBANG,2.0,544
P.135_N.07_135/07/03_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/03,KUALA INA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU SEBANG,3.0,537
P.135_N.07_135/07/03_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/03,KUALA INA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU SEBANG,4.0,499
P.135_N.07_135/07/03_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/03,KUALA INA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU SEBANG,5.0,517
P.135_N.07_135/07/04_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/04,ARONGAN ,SEKOLAH KEBANGSAAN PULAU SEBANG,1.0,300
P.135_N.07_135/07/04_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/04,ARONGAN ,SEKOLAH KEBANGSAAN PULAU SEBANG,2.0,288
P.135_N.07_135/07/05_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/05,TANJUNG RIMAU ,SEK. REN. AGAMA (JAIM) PADANG SEBANG,1.0,521
P.135_N.07_135/07/06_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/06,PADANG SEBANG ,SEKOLAH KEBANGSAAN PADANG SEBANG,1.0,271
P.135_N.07_135/07/06_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/06,PADANG SEBANG ,SEKOLAH KEBANGSAAN PADANG SEBANG,2.0,574
P.135_N.07_135/07/06_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/06,PADANG SEBANG ,SEKOLAH KEBANGSAAN PADANG SEBANG,3.0,493
P.135_N.07_135/07/07_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/07,PAYA DATUK ,SEK. REN. AGAMA (JAIM) PAYA DATOK,1.0,302
P.135_N.07_135/07/07_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/07,PAYA DATUK ,SEK. REN. AGAMA (JAIM) PAYA DATOK,2.0,377
P.135_N.07_135/07/08_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/08,PEGOH ,SEKOLAH KEBANGSAAN PEGOH,1.0,292
P.135_N.07_135/07/08_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/08,PEGOH ,SEKOLAH KEBANGSAAN PEGOH,2.0,297
P.135_N.07_135/07/09_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/09,GANUN ,SEKOLAH KEBANGSAAN GANUN,1.0,580
P.135_N.07_135/07/10_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/10,PEKAN GADEK ,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN,1.0,282
P.135_N.07_135/07/10_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/10,PEKAN GADEK ,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN,2.0,535
P.135_N.07_135/07/10_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/10,PEKAN GADEK ,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN,3.0,483
P.135_N.07_135/07/10_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.07,GADEK,135/07/10,PEKAN GADEK ,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN,4.0,466
P.135_N.08_135/08/01_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/01,TEBONG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PEKAN TEBONG,1.0,235
P.135_N.08_135/08/01_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/01,TEBONG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PEKAN TEBONG,2.0,487
P.135_N.08_135/08/01_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/01,TEBONG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PEKAN TEBONG,3.0,453
P.135_N.08_135/08/01_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/01,TEBONG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) PEKAN TEBONG,4.0,440
P.135_N.08_135/08/02_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/02,FELDA HUTAN PERCHA ,SEKOLAH KEBANGSAAN HUTAN PERCHA,1.0,289
P.135_N.08_135/08/02_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/02,FELDA HUTAN PERCHA ,SEKOLAH KEBANGSAAN HUTAN PERCHA,2.0,420
P.135_N.08_135/08/02_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/02,FELDA HUTAN PERCHA ,SEKOLAH KEBANGSAAN HUTAN PERCHA,3.0,401
P.135_N.08_135/08/03_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/03,KEMUNING ,SEKOLAH KEBANGSAAN KEMUNING,1.0,494
P.135_N.08_135/08/04_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/04,SOLOK MENGGONG ,SEKOLAH KEBANGSAAN MENGGONG,1.0,314
P.135_N.08_135/08/04_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/04,SOLOK MENGGONG ,SEKOLAH KEBANGSAAN MENGGONG,2.0,310
P.135_N.08_135/08/05_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/05,MACHAP BARU ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,1.0,298
P.135_N.08_135/08/05_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/05,MACHAP BARU ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,2.0,445
P.135_N.08_135/08/05_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/05,MACHAP BARU ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,3.0,438
P.135_N.08_135/08/05_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/05,MACHAP BARU ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,4.0,434
P.135_N.08_135/08/05_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/05,MACHAP BARU ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,5.0,436
P.135_N.08_135/08/06_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/06,AYER PASIR ,SEK. REN. AGAMA (JAIM) KAMPUNG AYER PASIR MACHAP,1.0,501
P.135_N.08_135/08/07_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/07,MACHAP UMBOR ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP UMBOO,1.0,293
P.135_N.08_135/08/07_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/07,MACHAP UMBOR ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP UMBOO,2.0,474
P.135_N.08_135/08/07_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/07,MACHAP UMBOR ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP UMBOO,3.0,471
P.135_N.08_135/08/07_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/07,MACHAP UMBOR ,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP UMBOO,4.0,471
P.135_N.08_135/08/08_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/08,MELAKA PINDAH ,SEKOLAH KEBANGSAAN MELAKA PINDAH,1.0,291
P.135_N.08_135/08/08_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/08,MELAKA PINDAH ,SEKOLAH KEBANGSAAN MELAKA PINDAH,2.0,491
P.135_N.08_135/08/08_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/08,MELAKA PINDAH ,SEKOLAH KEBANGSAAN MELAKA PINDAH,3.0,479
P.135_N.08_135/08/08_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/08,MELAKA PINDAH ,SEKOLAH KEBANGSAAN MELAKA PINDAH,4.0,437
P.135_N.08_135/08/08_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.08,MACHAP JAYA,135/08/08,MELAKA PINDAH ,SEKOLAH KEBANGSAAN MELAKA PINDAH,5.0,454
P.135_N.09_135/09/01_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/01,PARIT MELANA ,SEKOLAH KEBANGSAAN PARIT MELANA,1.0,290
P.135_N.09_135/09/01_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/01,PARIT MELANA ,SEKOLAH KEBANGSAAN PARIT MELANA,2.0,485
P.135_N.09_135/09/01_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/01,PARIT MELANA ,SEKOLAH KEBANGSAAN PARIT MELANA,3.0,470
P.135_N.09_135/09/01_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/01,PARIT MELANA ,SEKOLAH KEBANGSAAN PARIT MELANA,4.0,441
P.135_N.09_135/09/01_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/01,PARIT MELANA ,SEKOLAH KEBANGSAAN PARIT MELANA,5.0,446
P.135_N.09_135/09/02_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/02,BELIMBING DALAM ,SEKOLAH KEBANGSAAN BELIMBING DALAM,1.0,310
P.135_N.09_135/09/02_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/02,BELIMBING DALAM ,SEKOLAH KEBANGSAAN BELIMBING DALAM,2.0,517
P.135_N.09_135/09/02_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/02,BELIMBING DALAM ,SEKOLAH KEBANGSAAN BELIMBING DALAM,3.0,484
P.135_N.09_135/09/03_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,1.0,278
P.135_N.09_135/09/03_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,2.0,519
P.135_N.09_135/09/03_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,3.0,506
P.135_N.09_135/09/03_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,4.0,475
P.135_N.09_135/09/03_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,5.0,468
P.135_N.09_135/09/03_6.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN ,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,6.0,470
P.135_N.09_135/09/04_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL ,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,1.0,281
P.135_N.09_135/09/04_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL ,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,2.0,555
P.135_N.09_135/09/04_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL ,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,3.0,523
P.135_N.09_135/09/04_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL ,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,4.0,500
P.135_N.09_135/09/05_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,1.0,273
P.135_N.09_135/09/05_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,2.0,582
P.135_N.09_135/09/05_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,3.0,567
P.135_N.09_135/09/05_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,4.0,560
P.135_N.09_135/09/05_5.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,5.0,526
P.135_N.09_135/09/05_6.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA ,SEKOLAH KEBANGSAAN GANGSA,6.0,530
P.135_N.10_135/10/01_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/01,SIMPANG TEBONG ,SEKOLAH JENIS KEBANGSAAN (CINA) ON LOK,1.0,313
P.135_N.10_135/10/01_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/01,SIMPANG TEBONG ,SEKOLAH JENIS KEBANGSAAN (CINA) ON LOK,2.0,413
P.135_N.10_135/10/02_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR ,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,1.0,274
P.135_N.10_135/10/02_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR ,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,2.0,483
P.135_N.10_135/10/02_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR ,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,3.0,438
P.135_N.10_135/10/02_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR ,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,4.0,429
P.135_N.10_135/10/03_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/03,BUKIT SEDANAN ,SEKOLAH KEBANGSAAN SERI MACHAP BUKIT SEDANAN,1.0,308
P.135_N.10_135/10/03_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/03,BUKIT SEDANAN ,SEKOLAH KEBANGSAAN SERI MACHAP BUKIT SEDANAN,2.0,434
P.135_N.10_135/10/04_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA ,SEKOLAH KEBANGSAAN BATANG MELAKA,1.0,272
P.135_N.10_135/10/04_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA ,SEKOLAH KEBANGSAAN BATANG MELAKA,2.0,433
P.135_N.10_135/10/04_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA ,SEKOLAH KEBANGSAAN BATANG MELAKA,3.0,395
P.135_N.10_135/10/04_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA ,SEKOLAH KEBANGSAAN BATANG MELAKA,4.0,404
P.135_N.10_135/10/05_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/05,JUS ,SEKOLAH KEBANGSAAN JUS,1.0,390
P.135_N.10_135/10/06_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH ,SEKOLAH KEBANGSAAN BUKIT SENGGEH,1.0,287
P.135_N.10_135/10/06_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH ,SEKOLAH KEBANGSAAN BUKIT SENGGEH,2.0,291
P.135_N.10_135/10/06_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH ,SEKOLAH KEBANGSAAN BUKIT SENGGEH,3.0,279
P.135_N.10_135/10/07_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS ,SEKOLAH KEBANGSAAN NYALAS,1.0,292
P.135_N.10_135/10/07_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS ,SEKOLAH KEBANGSAAN NYALAS,2.0,517
P.135_N.10_135/10/07_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS ,SEKOLAH KEBANGSAAN NYALAS,3.0,472
P.135_N.10_135/10/07_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS ,SEKOLAH KEBANGSAAN NYALAS,4.0,464
P.135_N.10_135/10/08_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH ,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,1.0,303
P.135_N.10_135/10/08_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH ,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,2.0,540
P.135_N.10_135/10/08_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH ,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,3.0,501
P.135_N.10_135/10/08_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH ,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,4.0,493
P.135_N.10_135/10/09_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG ,SEKOLAH KEBANGSAAN MASJID BARU,1.0,291
P.135_N.10_135/10/09_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG ,SEKOLAH KEBANGSAAN MASJID BARU,2.0,451
P.135_N.10_135/10/09_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG ,SEKOLAH KEBANGSAAN MASJID BARU,3.0,405
P.135_N.10_135/10/09_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG ,SEKOLAH KEBANGSAAN MASJID BARU,4.0,419
P.135_N.10_135/10/10_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/10,LADANG BUKIT ASAHAN ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT ASAHAN,1.0,396
P.135_N.10_135/10/11_1.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN ,SEKOLAH KEBANGSAAN ASAHAN,1.0,294
P.135_N.10_135/10/11_2.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN ,SEKOLAH KEBANGSAAN ASAHAN,2.0,420
P.135_N.10_135/10/11_3.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN ,SEKOLAH KEBANGSAAN ASAHAN,3.0,422
P.135_N.10_135/10/11_4.0,,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN ,SEKOLAH KEBANGSAAN ASAHAN,4.0,412
,,,,,,,,,,,
P.136_P.136/POSTAL VOTE_UNDI POS_,,POSTAL VOTE,P.136,TANGGA BATU,P.136/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,,2681
P.136_P.136/EARLY VOTE_136/11/00_1.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,BILIK TAKLIMAT BALAI POLIS SUNGAI UDANG,1.0,16
P.136_P.136/EARLY VOTE_136/11/00_1.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,SEKOLAH KEBANGSAAN KEM TERENDAK 1,1.0,394
P.136_P.136/EARLY VOTE_136/11/00_2.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,SEKOLAH KEBANGSAAN KEM TERENDAK 1,2.0,426
P.136_P.136/EARLY VOTE_136/11/00_3.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,SEKOLAH KEBANGSAAN KEM TERENDAK 1,3.0,397
P.136_P.136/EARLY VOTE_136/11/00_1.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,SEKOLAH KEBANGSAAN KEM TERENDAK II,1.0,528
P.136_P.136/EARLY VOTE_136/11/00_2.0,,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL ,SEKOLAH KEBANGSAAN KEM TERENDAK II,2.0,533
